REGION,DEPARTEMENT,COMMUNE,Lieu de vote,Bureau,Electeurs,Implantation
DAKAR,DAKAR,BISCUITERIE,ECOLE AMADOU WORE DIAGNE (BOPP),1,574,CLASSE CI B
DAKAR,DAKAR,BISCUITERIE,ECOLE AMADOU WORE DIAGNE (BOPP),2,573,CLASSE CI A
DAKAR,DAKAR,BISCUITERIE,ECOLE AMADOU WORE DIAGNE (BOPP),3,574,CLASSE CP B
DAKAR,DAKAR,BISCUITERIE,ECOLE AMADOU WORE DIAGNE (BOPP),4,574,CLASSE CP A
DAKAR,DAKAR,BISCUITERIE,ECOLE AMADOU WORE DIAGNE (BOPP),5,572,CLASSE CE1 B
DAKAR,DAKAR,BISCUITERIE,ECOLE AMADOU WORE DIAGNE (BOPP),6,573,CLASSE CE1 A
DAKAR,DAKAR,BISCUITERIE,ECOLE AMADOU WORE DIAGNE (BOPP),7,574,CLASSE CE2 B
DAKAR,DAKAR,BISCUITERIE,ECOLE AMADOU WORE DIAGNE (BOPP),8,574,CLASSE CE2 A
DAKAR,DAKAR,BISCUITERIE,ECOLE AMADOU WORE DIAGNE (BOPP),9,573,CM1A
DAKAR,DAKAR,BISCUITERIE,ECOLE AMADOU WORE DIAGNE (BOPP),10,574,SALLE DE CLASSE
DAKAR,DAKAR,BISCUITERIE,ECOLE AMADOU WORE DIAGNE (BOPP),11,574,SALLE DE CLASSE
DAKAR,DAKAR,BISCUITERIE,ECOLE BISCUITERIE,1,580,CLASSE CI A
DAKAR,DAKAR,BISCUITERIE,ECOLE BISCUITERIE,2,580,CLASSE CI B
DAKAR,DAKAR,BISCUITERIE,ECOLE BISCUITERIE,3,580,CLASSE CI C
DAKAR,DAKAR,BISCUITERIE,ECOLE BISCUITERIE,4,579,CLASSE CP A
DAKAR,DAKAR,BISCUITERIE,ECOLE BISCUITERIE,5,580,CLASSE CP B
DAKAR,DAKAR,BISCUITERIE,ECOLE BISCUITERIE,6,577,CLASSE CP C
DAKAR,DAKAR,BISCUITERIE,ECOLE BISCUITERIE,7,580,CLASSE CM 2 A
DAKAR,DAKAR,BISCUITERIE,ECOLE BISCUITERIE,8,579,CLASSE CM 2 B
DAKAR,DAKAR,BISCUITERIE,ECOLE BISCUITERIE,9,578,CLASSE CM 2 C
DAKAR,DAKAR,BISCUITERIE,ECOLE BISCUITERIE,10,578,CLASSE CE 1 C
DAKAR,DAKAR,BISCUITERIE,ECOLE BISCUITERIE,11,579,CLASSE CE 1 B
DAKAR,DAKAR,BISCUITERIE,ECOLE BISCUITERIE,12,579,CLASSE CE 1 A
DAKAR,DAKAR,BISCUITERIE,ECOLE BISCUITERIE,13,580,CLASSE CE 2 B
DAKAR,DAKAR,BISCUITERIE,ECOLE BISCUITERIE,14,580,CLASSE CE 2 C
DAKAR,DAKAR,BISCUITERIE,ECOLE BISCUITERIE,15,580,CLASSE CE 2 A
DAKAR,DAKAR,BISCUITERIE,ECOLE BISCUITERIE,16,578,CLASSE CM 1 C
DAKAR,DAKAR,BISCUITERIE,ECOLE BISCUITERIE,17,579,CLASSE CM 1 B
DAKAR,DAKAR,BISCUITERIE,ECOLE BISCUITERIE,18,578,CLASSE CM 1 A
DAKAR,DAKAR,BISCUITERIE,ECOLE BISCUITERIE,19,580,ABRI PROVISOIRE
DAKAR,DAKAR,BISCUITERIE,ECOLE BISCUITERIE,20,581,ECOLE NIANG SALLEDE CLASSE
DAKAR,DAKAR,BISCUITERIE,ECOLE BISCUITERIE,21,579,ECOLE NIANG SALLE DE CLASSE
DAKAR,DAKAR,BISCUITERIE,ECOLE BISCUITERIE,22,581,ECOLE NIANG SALLE DE CLASSE
DAKAR,DAKAR,BISCUITERIE,ECOLE BISCUITERIE,23,581,ECOLE NIANG SALLE DE CLASSE
DAKAR,DAKAR,BISCUITERIE,ECOLE BISCUITERIE,24,580,ECOLE NIANG SALLE DE CLASSE
DAKAR,DAKAR,BISCUITERIE,ECOLE CHEIKH M SAKHO O NIAYES 2,1,92,CLASSE CI A
DAKAR,DAKAR,BISCUITERIE,ECOLE CHEIKH M SAKHO O NIAYES 2,2,94,CLASSE CE 2 C
DAKAR,DAKAR,BISCUITERIE,ECOLE CHEIKH M SAKHO O NIAYES 2,3,95,CLASSE CP A
DAKAR,DAKAR,BISCUITERIE,ECOLE CHEIKH M SAKHO O NIAYES 2,4,94,CLASSE CM 2 C
DAKAR,DAKAR,BISCUITERIE,ECOLE CHEIKH M SAKHO O NIAYES 2,5,95,CLASSE CM 2 B
DAKAR,DAKAR,BISCUITERIE,ECOLE IMAM ABDOU NDIAYE (CERF VOLAN,1,493,CLASSE CE 2 A
DAKAR,DAKAR,BISCUITERIE,ECOLE IMAM ABDOU NDIAYE (CERF VOLAN,2,496,CLASSE CE 2 B
DAKAR,DAKAR,BISCUITERIE,ECOLE IMAM ABDOU NDIAYE (CERF VOLAN,3,494,CLASSE CM 1 A
DAKAR,DAKAR,BISCUITERIE,ECOLE IMAM ABDOU NDIAYE (CERF VOLAN,4,496,CLASSE CM 1 B
DAKAR,DAKAR,BISCUITERIE,ECOLE IMAM ABDOU NDIAYE (CERF VOLAN,5,495,CLASSE CM 2 A
DAKAR,DAKAR,BISCUITERIE,ECOLE IMAM ABDOU NDIAYE (CERF VOLAN,6,494,CLASSE CM 2 B
DAKAR,DAKAR,BISCUITERIE,ECOLE MASSIGA SENE (EX NGUELAW),1,548,CLASSE CM 1 A
DAKAR,DAKAR,BISCUITERIE,ECOLE MASSIGA SENE (EX NGUELAW),2,541,CLASSE CM 1 B
DAKAR,DAKAR,BISCUITERIE,ECOLE MASSIGA SENE (EX NGUELAW),3,538,CLASSE CE 2 A
DAKAR,DAKAR,BISCUITERIE,ECOLE MASSIGA SENE (EX NGUELAW),4,549,CLASSE CE 2 B
DAKAR,DAKAR,BISCUITERIE,ECOLE MASSIGA SENE (EX NGUELAW),5,545,CLASSE CP A
DAKAR,DAKAR,BISCUITERIE,ECOLE MASSIGA SENE (EX NGUELAW),6,544,CLASSE CP B
DAKAR,DAKAR,BISCUITERIE,ECOLE MASSIGA SENE (EX NGUELAW),7,542,CLASSE CE 1 B
DAKAR,DAKAR,BISCUITERIE,ECOLE MASSIGA SENE (EX NGUELAW),8,544,CLASSE CE 1 A
DAKAR,DAKAR,BISCUITERIE,ECOLE MASSIGA SENE (EX NGUELAW),9,545,SALLE DE CLASSE
DAKAR,DAKAR,BISCUITERIE,ECOLE MASSIGA SENE (EX NGUELAW),10,552,SALLE DE CLASSE
DAKAR,DAKAR,BISCUITERIE,ECOLE MASSIGA SENE (EX NGUELAW),11,468,SALLE DE CLASSE
DAKAR,DAKAR,BISCUITERIE,ECOLE OUAGOU NIAYES 1,1,445,CLASSE CI A
DAKAR,DAKAR,BISCUITERIE,ECOLE OUAGOU NIAYES 1,2,446,CLASSE CI B
DAKAR,DAKAR,BISCUITERIE,ECOLE OUAGOU NIAYES 1,3,446,CLASSE CE 1 A
DAKAR,DAKAR,BISCUITERIE,ECOLE OUAGOU NIAYES 1,4,446,CLASSE CE 1 B
DAKAR,DAKAR,BISCUITERIE,ECOLE OUAGOU NIAYES 1,5,445,CLASSE CE 2 A
DAKAR,DAKAR,BISCUITERIE,ECOLE OUAGOU NIAYES 1,6,446,CLASSE CP A
DAKAR,DAKAR,BISCUITERIE,ECOLE OUAGOU NIAYES 1,7,445,CLASSE CP B
DAKAR,DAKAR,BISCUITERIE,ECOLE OUAGOU NIAYES 1,8,446,CLASSE CE 2 B
DAKAR,DAKAR,BISCUITERIE,ECOLE OUAGOU NIAYES 1,9,446,CLASSE CM 1 A
DAKAR,DAKAR,BISCUITERIE,ECOLE OUAGOU NIAYES 1,10,444,CLASSE CM 1 B
DAKAR,DAKAR,BISCUITERIE,ECOLE OUAGOU NIAYES 1,11,445,CLASSE CM 1 C
DAKAR,DAKAR,BISCUITERIE,ECOLE OUAGOU NIAYES 1,12,445,CLASSE CM 2 C
DAKAR,DAKAR,BISCUITERIE,ETAT CIVIL BOURGUIBA,1,381,GRANDE SALLE
DAKAR,DAKAR,BISCUITERIE,ETAT CIVIL BOURGUIBA,2,381,SALLE DES ARCHIVES
DAKAR,DAKAR,BISCUITERIE,ETAT CIVIL BOURGUIBA,3,381,SALLE DE SECTION MARIAGES
DAKAR,DAKAR,BISCUITERIE,ETAT CIVIL BOURGUIBA,4,382,SALLE DU DISPENSAIRE
DAKAR,DAKAR,CAMBERENE,ECOLE CAMBERENE 3,1,586,CLASSE CM2A
DAKAR,DAKAR,CAMBERENE,ECOLE CAMBERENE 3,2,583,CLASSE CM2B
DAKAR,DAKAR,CAMBERENE,ECOLE CAMBERENE 3,3,586,CLASSE CM1A
DAKAR,DAKAR,CAMBERENE,ECOLE CAMBERENE 3,4,586,CLASSE CM1B
DAKAR,DAKAR,CAMBERENE,ECOLE CAMBERENE 3,5,584,CLASSE CIB
DAKAR,DAKAR,CAMBERENE,ECOLE CAMBERENE 3,6,586,CLASSE CIA
DAKAR,DAKAR,CAMBERENE,ECOLE CAMBERENE 3,7,586,CLASSE CPA
DAKAR,DAKAR,CAMBERENE,ECOLE CAMBERENE 3,8,582,CLASSE CPB
DAKAR,DAKAR,CAMBERENE,ECOLE CAMBERENE 3,9,584,CLASSE CE1B
DAKAR,DAKAR,CAMBERENE,ECOLE CAMBERENE 3,10,584,CLASSE CE1A
DAKAR,DAKAR,CAMBERENE,ECOLE CAMBERENE 3,11,585,SALLE DE CLASSE
DAKAR,DAKAR,CAMBERENE,ECOLE CAMBERENE 3,12,586,SALLE DE CLASSE
DAKAR,DAKAR,CAMBERENE,ECOLE CAMBERENE 3,13,585,SALLE DE CLASSE
DAKAR,DAKAR,CAMBERENE,ECOLE CAMBERENE 3,14,585,CEM CAMBERENE 2
DAKAR,DAKAR,CAMBERENE,ECOLE CAMBERENE 3,15,586,CEM CAMBERENE 2
DAKAR,DAKAR,CAMBERENE,ECOLE CAMBERENE 3,16,585,CEM CAMBERENE 2
DAKAR,DAKAR,CAMBERENE,ECOLE SEYDINA ISSA LAYE (CAMBERENE),1,592,CLASSE CE2A SEYDINA I. LAYE A
DAKAR,DAKAR,CAMBERENE,ECOLE SEYDINA ISSA LAYE (CAMBERENE),2,595,CLASSE CE1A SEYDINA I. LAYE A
DAKAR,DAKAR,CAMBERENE,ECOLE SEYDINA ISSA LAYE (CAMBERENE),3,593,CLASSE CE1B SEYDINA I. LAYE A
DAKAR,DAKAR,CAMBERENE,ECOLE SEYDINA ISSA LAYE (CAMBERENE),4,595,CLASSE CE2B SEYDINA I. LAYE A
DAKAR,DAKAR,CAMBERENE,ECOLE SEYDINA ISSA LAYE (CAMBERENE),5,594,CLASSE CE2A SEYDINA I. LAYE B
DAKAR,DAKAR,CAMBERENE,ECOLE SEYDINA ISSA LAYE (CAMBERENE),6,594,CLASSE CE2B SEYDINA I. LAYE B
DAKAR,DAKAR,CAMBERENE,ECOLE SEYDINA ISSA LAYE (CAMBERENE),7,594,CLASSE CE1A SEYDINA I. LAYE B
DAKAR,DAKAR,CAMBERENE,ECOLE SEYDINA ISSA LAYE (CAMBERENE),8,595,CLASSE CE1B SEYDINA I. LAYE B
DAKAR,DAKAR,CAMBERENE,ECOLE SEYDINA ISSA LAYE (CAMBERENE),9,595,CLASSE CPA SEYDINA I. LAYE B
DAKAR,DAKAR,CAMBERENE,ECOLE SEYDINA ISSA LAYE (CAMBERENE),10,594,CLASSE CPB SEYDINA I. LAYE B
DAKAR,DAKAR,CAMBERENE,ECOLE SEYDINA ISSA LAYE (CAMBERENE),11,596,CLASSE CIA SEYDINA I. LAYE B
DAKAR,DAKAR,CAMBERENE,ECOLE SEYDINA ISSA LAYE (CAMBERENE),12,595,CLASSE CIB SEYDINA I. LAYE B
DAKAR,DAKAR,CAMBERENE,ECOLE SEYDINA ISSA LAYE (CAMBERENE),13,596,CLASSE CM2A SEYDINA I. LAYE A
DAKAR,DAKAR,CAMBERENE,ECOLE SEYDINA ISSA LAYE (CAMBERENE),14,596,CLASSE CM2B SEYDINA I. LAYE A
DAKAR,DAKAR,CAMBERENE,ECOLE SEYDINA ISSA LAYE (CAMBERENE),15,596,CLASSE CPA SEYDINA I. LAYE A
DAKAR,DAKAR,CAMBERENE,ECOLE SEYDINA ISSA LAYE (CAMBERENE),16,596,CLASSE CPB SEYDINA I. LAYE A
DAKAR,DAKAR,CAMBERENE,ECOLE SEYDINA ISSA LAYE (CAMBERENE),17,596,CLASSE CIA SEYDINA I. LAYE A
DAKAR,DAKAR,CAMBERENE,ECOLE SEYDINA ISSA LAYE (CAMBERENE),18,594,CLASSE CIB SEYDINA I. LAYE A
DAKAR,DAKAR,CAMBERENE,ECOLE SEYDINA ISSA LAYE (CAMBERENE),19,595,SALLE DE CLASSE
DAKAR,DAKAR,CAMBERENE,ECOLE SEYDINA ISSA LAYE (CAMBERENE),20,595,SALLE DE CLASSE
DAKAR,DAKAR,CAMBERENE,ECOLE SEYDINA ISSA LAYE (CAMBERENE),21,595,SALLE DE CLASSE
DAKAR,DAKAR,CAMBERENE,ECOLE SEYDINA ISSA LAYE (CAMBERENE),22,595,SALLE DE CLASSE
DAKAR,DAKAR,CAMBERENE,ECOLE SEYDINA ISSA LAYE (CAMBERENE),23,595,SALLE DE CLASSE
DAKAR,DAKAR,CAMBERENE,ECOLE SEYDINA ISSA LAYE (CAMBERENE),24,595,SALLE DE CLASSE
DAKAR,DAKAR,CAMBERENE,ECOLE SEYDINA ISSA LAYE (CAMBERENE),25,596,CEM SEYDINA ISSA LAYE
DAKAR,DAKAR,CAMBERENE,ECOLE SEYDINA ISSA LAYE (CAMBERENE),26,594,CEM SEYDINA ISSA LAYE
DAKAR,DAKAR,DIEUPPEUL DERKLE,ECOLE IBRAHIMA KOITE (DIEUPPEUL),1,584,CLASSE CM2 B
DAKAR,DAKAR,DIEUPPEUL DERKLE,ECOLE IBRAHIMA KOITE (DIEUPPEUL),2,583,CLASSE CM1 C
DAKAR,DAKAR,DIEUPPEUL DERKLE,ECOLE IBRAHIMA KOITE (DIEUPPEUL),3,584,CLASSE CM1 B
DAKAR,DAKAR,DIEUPPEUL DERKLE,ECOLE IBRAHIMA KOITE (DIEUPPEUL),4,583,CLASSE CM1 A
DAKAR,DAKAR,DIEUPPEUL DERKLE,ECOLE IBRAHIMA KOITE (DIEUPPEUL),5,583,CLASSE CE2 B
DAKAR,DAKAR,DIEUPPEUL DERKLE,ECOLE IBRAHIMA KOITE (DIEUPPEUL),6,582,CLASSE CE2 A
DAKAR,DAKAR,DIEUPPEUL DERKLE,ECOLE IBRAHIMA KOITE (DIEUPPEUL),7,583,CLASSE CE2 C
DAKAR,DAKAR,DIEUPPEUL DERKLE,ECOLE IBRAHIMA KOITE (DIEUPPEUL),8,583,CLASSE CE1 C
DAKAR,DAKAR,DIEUPPEUL DERKLE,ECOLE IBRAHIMA KOITE (DIEUPPEUL),9,584,CLASSE CP B
DAKAR,DAKAR,DIEUPPEUL DERKLE,ECOLE IBRAHIMA KOITE (DIEUPPEUL),10,583,CLASSE CP A
DAKAR,DAKAR,DIEUPPEUL DERKLE,ECOLE IBRAHIMA KOITE (DIEUPPEUL),11,584,CLASSE CI B
DAKAR,DAKAR,DIEUPPEUL DERKLE,ECOLE IBRAHIMA KOITE (DIEUPPEUL),12,583,CLASSE CI A
DAKAR,DAKAR,DIEUPPEUL DERKLE,ECOLE IBRAHIMA KOITE (DIEUPPEUL),13,583,CLASSE CM2 A
DAKAR,DAKAR,DIEUPPEUL DERKLE,ECOLE IBRAHIMA KOITE (DIEUPPEUL),14,584,SALLE DE CLASSE
DAKAR,DAKAR,DIEUPPEUL DERKLE,ECOLE IBRAHIMA KOITE (DIEUPPEUL),15,582,SALLE DE CLASSE
DAKAR,DAKAR,DIEUPPEUL DERKLE,ECOLE IBRAHIMA KOITE (DIEUPPEUL),16,585,SALLE DE CLASSE
DAKAR,DAKAR,DIEUPPEUL DERKLE,ECOLE IBRAHIMA KOITE (DIEUPPEUL),17,585,SALLE DE CLASSE
DAKAR,DAKAR,DIEUPPEUL DERKLE,ECOLE IBRAHIMA SECK B,1,487,CLASSE CP A COURS A
DAKAR,DAKAR,DIEUPPEUL DERKLE,ECOLE IBRAHIMA SECK B,2,488,CLASSE CP B COURS A
DAKAR,DAKAR,DIEUPPEUL DERKLE,ECOLE IBRAHIMA SECK B,3,487,CLASSE CE1 A COURS A
DAKAR,DAKAR,DIEUPPEUL DERKLE,ECOLE IBRAHIMA SECK B,4,488,CLASSE CM2 A COURS A
DAKAR,DAKAR,DIEUPPEUL DERKLE,ECOLE IBRAHIMA SECK B,5,487,CLASSE CM2 B COURS A
DAKAR,DAKAR,DIEUPPEUL DERKLE,ECOLE IBRAHIMA SECK B,6,486,CLASSE CE2 B COURS A
DAKAR,DAKAR,DIEUPPEUL DERKLE,ECOLE IBRAHIMA SECK B,7,488,CLASSE CM1 A COURS A
DAKAR,DAKAR,DIEUPPEUL DERKLE,ECOLE IBRAHIMA SECK B,8,488,CLASSE CM2 COURS B
DAKAR,DAKAR,DIEUPPEUL DERKLE,ECOLE IBRAHIMA SECK B,9,488,CLASSE CM1 COURS B
DAKAR,DAKAR,DIEUPPEUL DERKLE,ECOLE IBRAHIMA SECK B,10,486,CLASSE CE1 COURS B
DAKAR,DAKAR,DIEUPPEUL DERKLE,ECOLE IBRAHIMA SECK B,11,488,CLASSE CP COURS B
DAKAR,DAKAR,DIEUPPEUL DERKLE,ECOLE IBRAHIMA SECK B,12,487,SALLE DE CLASSE
DAKAR,DAKAR,DIEUPPEUL DERKLE,GROUPE SCOLAIRE DERKLE 2,1,584,CLASSE CE1 B COURS A
DAKAR,DAKAR,DIEUPPEUL DERKLE,GROUPE SCOLAIRE DERKLE 2,2,587,CLASSE CE1 A COURS A
DAKAR,DAKAR,DIEUPPEUL DERKLE,GROUPE SCOLAIRE DERKLE 2,3,588,CLASSE CPB COURS A
DAKAR,DAKAR,DIEUPPEUL DERKLE,GROUPE SCOLAIRE DERKLE 2,4,586,CLASSE CP A COURS A
DAKAR,DAKAR,DIEUPPEUL DERKLE,GROUPE SCOLAIRE DERKLE 2,5,588,CLASSE CI B COURS A
DAKAR,DAKAR,DIEUPPEUL DERKLE,GROUPE SCOLAIRE DERKLE 2,6,589,CLASSE CI A COURS A
DAKAR,DAKAR,DIEUPPEUL DERKLE,GROUPE SCOLAIRE DERKLE 2,7,586,CLASSE CE2 B COURS A
DAKAR,DAKAR,DIEUPPEUL DERKLE,GROUPE SCOLAIRE DERKLE 2,8,588,CLASSE CM1A COURS A
DAKAR,DAKAR,DIEUPPEUL DERKLE,GROUPE SCOLAIRE DERKLE 2,9,586,CLASSE CM1 B COURS A
DAKAR,DAKAR,DIEUPPEUL DERKLE,GROUPE SCOLAIRE DERKLE 2,10,588,CLASSE CM2 A COURS A
DAKAR,DAKAR,DIEUPPEUL DERKLE,GROUPE SCOLAIRE DERKLE 2,11,588,CLASSE CM2 B COURS A
DAKAR,DAKAR,DIEUPPEUL DERKLE,GROUPE SCOLAIRE DERKLE 2,12,586,CLASSE CP COURS B
DAKAR,DAKAR,DIEUPPEUL DERKLE,GROUPE SCOLAIRE DERKLE 2,13,587,CLASSE CM2 COURS B
DAKAR,DAKAR,DIEUPPEUL DERKLE,GROUPE SCOLAIRE DERKLE 2,14,589,CLASSE CM1 A COURS B
DAKAR,DAKAR,DIEUPPEUL DERKLE,GROUPE SCOLAIRE DERKLE 2,15,588,SALLE DE CLASSE
DAKAR,DAKAR,DIEUPPEUL DERKLE,GROUPE SCOLAIRE DERKLE 2,16,588,SALLE DE CLASSE
DAKAR,DAKAR,DIEUPPEUL DERKLE,GROUPE SCOLAIRE DERKLE 2,17,587,SALLE DE CLASSE
DAKAR,DAKAR,DIEUPPEUL DERKLE,GROUPE SCOLAIRE DERKLE 2,18,589,SALLE DE CLASSE
DAKAR,DAKAR,DIEUPPEUL DERKLE,GROUPE SCOLAIRE DERKLE 2,19,589,SALLE DE CLASSE
DAKAR,DAKAR,DIEUPPEUL DERKLE,GROUPE SCOLAIRE DERKLE 2,20,587,SALLE DE CLASSE
DAKAR,DAKAR,DIEUPPEUL DERKLE,GROUPE SCOLAIRE DERKLE 2,21,589,SALLE DE CLASSE
DAKAR,DAKAR,FANN POINT E AMITIE,BUREAU DE COORDINATION TECHNIQUE,1,555,ITECOM CANAL 4
DAKAR,DAKAR,FANN POINT E AMITIE,BUREAU DE COORDINATION TECHNIQUE,2,554,ITECOM CANAL 4
DAKAR,DAKAR,FANN POINT E AMITIE,BUREAU DE COORDINATION TECHNIQUE,3,546,ITECOM CANAL 4
DAKAR,DAKAR,FANN POINT E AMITIE,BUREAU DE COORDINATION TECHNIQUE,4,547,ITECOM CANAL 4
DAKAR,DAKAR,FANN POINT E AMITIE,BUREAU DE COORDINATION TECHNIQUE,5,427,ITECOM CANAL 4
DAKAR,DAKAR,FANN POINT E AMITIE,BUREAU DE COORDINATION TECHNIQUE,6,427,ITECOM CANAL 4
DAKAR,DAKAR,FANN POINT E AMITIE,CENTRE DE FORMATION COMMUNALE,1,287,SALLE AUIDITORIUM
DAKAR,DAKAR,FANN POINT E AMITIE,CENTRE DE FORMATION COMMUNALE,2,287,SALLE 1
DAKAR,DAKAR,FANN POINT E AMITIE,CENTRE DE FORMATION COMMUNALE,3,287,SALLE 2
DAKAR,DAKAR,FANN POINT E AMITIE,COLLEGE ENSEIG FRANCO-ARABE POINT E,1,581,SALLE 1
DAKAR,DAKAR,FANN POINT E AMITIE,COLLEGE ENSEIG FRANCO-ARABE POINT E,2,581,SALLE 2
DAKAR,DAKAR,FANN POINT E AMITIE,COLLEGE ENSEIG FRANCO-ARABE POINT E,3,581,SALLE 3
DAKAR,DAKAR,FANN POINT E AMITIE,COLLEGE ENSEIG FRANCO-ARABE POINT E,4,580,SALLE 4
DAKAR,DAKAR,FANN POINT E AMITIE,COLLEGE ENSEIG FRANCO-ARABE POINT E,5,580,SALLE 2 NOUVEAU BATIMENT
DAKAR,DAKAR,FANN POINT E AMITIE,COLLEGE ENSEIG FRANCO-ARABE POINT E,6,581,SALLE DE CLASSE
DAKAR,DAKAR,FANN POINT E AMITIE,COLLEGE ENSEIG FRANCO-ARABE POINT E,7,582,SALLE DE CLASSE
DAKAR,DAKAR,FANN POINT E AMITIE,COLLEGE ENSEIG FRANCO-ARABE POINT E,8,582,SALLE 5 A
DAKAR,DAKAR,FANN POINT E AMITIE,ECOLE JOSEPH GOMIS,1,377,CLASSE CM 1 A
DAKAR,DAKAR,FANN POINT E AMITIE,ECOLE JOSEPH GOMIS,2,373,CLASSE CM1 B
DAKAR,DAKAR,FANN POINT E AMITIE,ECOLE MAMADOU B MB DIOP (ZONE B),1,580,CLASSE CIA
DAKAR,DAKAR,FANN POINT E AMITIE,ECOLE MAMADOU B MB DIOP (ZONE B),2,579,CLASSE CP A
DAKAR,DAKAR,FANN POINT E AMITIE,ECOLE MAMADOU B MB DIOP (ZONE B),3,580,CLASSE CM1 A
DAKAR,DAKAR,FANN POINT E AMITIE,ECOLE MAMADOU B MB DIOP (ZONE B),4,577,CLASSE CE2 B
DAKAR,DAKAR,FANN POINT E AMITIE,ECOLE MAMADOU B MB DIOP (ZONE B),5,579,CLASSE CE2 A
DAKAR,DAKAR,FANN POINT E AMITIE,ECOLE POINT E 2,1,295,DODJI
DAKAR,DAKAR,FANN POINT E AMITIE,ECOLE POINT E 2,2,296,CLASSE CM2 A
DAKAR,DAKAR,FANN POINT E AMITIE,ECOLE POINT E 2,3,296,CLASSE CM1 A
DAKAR,DAKAR,FANN POINT E AMITIE,ECOLE POINT E 2,4,296,CLASSE CI B
DAKAR,DAKAR,FANN POINT E AMITIE,GROUPE SCOLAIRE RUE 10,1,552,CLASSE CI A
DAKAR,DAKAR,FANN POINT E AMITIE,GROUPE SCOLAIRE RUE 10,2,547,CLASSE CI B
DAKAR,DAKAR,FANN POINT E AMITIE,GROUPE SCOLAIRE RUE 10,3,553,CLASSE CP A
DAKAR,DAKAR,FANN POINT E AMITIE,GROUPE SCOLAIRE RUE 10,4,552,CLASSE CP B
DAKAR,DAKAR,FANN POINT E AMITIE,GROUPE SCOLAIRE RUE 10,5,545,CLASSE CE1 A
DAKAR,DAKAR,FANN POINT E AMITIE,GROUPE SCOLAIRE RUE 10,6,524,SALLE DE CLASSE
DAKAR,DAKAR,FANN POINT E AMITIE,GROUPE SCOLAIRE RUE 10,7,452,SALLE DE CLASSE
DAKAR,DAKAR,GOREE,ECOLE LEOPOLD ANGRAND (GOREE),1,546,SALLE PETITE SECTION
DAKAR,DAKAR,GOREE,ECOLE LEOPOLD ANGRAND (GOREE),2,544,CLASSE C I
DAKAR,DAKAR,GOREE,ECOLE LEOPOLD ANGRAND (GOREE),3,545,CLASSE CP
DAKAR,DAKAR,GOREE,ECOLE LEOPOLD ANGRAND (GOREE),4,545,SALLE CM2
DAKAR,DAKAR,GRAND DAKAR,C.E.M. ALIOUNE DIOP,1,500,SALLE DE CLASSE
DAKAR,DAKAR,GRAND DAKAR,C.E.M. ALIOUNE DIOP,2,493,SALLE DE CLASSE
DAKAR,DAKAR,GRAND DAKAR,C.E.M. ALIOUNE DIOP,3,501,SALLE DE CLASSE
DAKAR,DAKAR,GRAND DAKAR,C.E.M. ALIOUNE DIOP,4,505,SALLE DE CLASSE
DAKAR,DAKAR,GRAND DAKAR,C.E.M. ALIOUNE DIOP,5,485,SALLE DE CLASSE
DAKAR,DAKAR,GRAND DAKAR,C.E.M. ALIOUNE DIOP,6,495,SALLE DE CLASSE
DAKAR,DAKAR,GRAND DAKAR,ECOLE ISSA KANE (BASSAM GOUMBA),1,591,CLASSE CM2 B
DAKAR,DAKAR,GRAND DAKAR,ECOLE ISSA KANE (BASSAM GOUMBA),2,592,CLASSE CM1 B
DAKAR,DAKAR,GRAND DAKAR,ECOLE ISSA KANE (BASSAM GOUMBA),3,592,CLASSE CE1 C
DAKAR,DAKAR,GRAND DAKAR,ECOLE ISSA KANE (BASSAM GOUMBA),4,591,CLASSE CE2 A
DAKAR,DAKAR,GRAND DAKAR,ECOLE ISSA KANE (BASSAM GOUMBA),5,592,CLASSE CE1 A
DAKAR,DAKAR,GRAND DAKAR,ECOLE ISSA KANE (BASSAM GOUMBA),6,592,CLASSE CP B
DAKAR,DAKAR,GRAND DAKAR,ECOLE ISSA KANE (BASSAM GOUMBA),7,591,CLASSE CP A
DAKAR,DAKAR,GRAND DAKAR,ECOLE ISSA KANE (BASSAM GOUMBA),8,591,CLASSE CI A
DAKAR,DAKAR,GRAND DAKAR,ECOLE ISSA KANE (BASSAM GOUMBA),9,591,CLASSE CM2 A
DAKAR,DAKAR,GRAND DAKAR,ECOLE ISSA KANE (BASSAM GOUMBA),10,592,CLASSE CE1 B
DAKAR,DAKAR,GRAND DAKAR,ECOLE ISSA KANE (BASSAM GOUMBA),11,590,SALLE DE CLASSE
DAKAR,DAKAR,GRAND DAKAR,ECOLE ISSA KANE (BASSAM GOUMBA),12,591,SALLE DE CLASSE
DAKAR,DAKAR,GRAND DAKAR,ECOLE ISSA KANE (BASSAM GOUMBA),13,589,SALLE DE CLASSE
DAKAR,DAKAR,GRAND DAKAR,ECOLE ISSA KANE (BASSAM GOUMBA),14,592,ECOLE MAGUETTE C SARR (TAIBA G D)
DAKAR,DAKAR,GRAND DAKAR,ECOLE ISSA KANE (BASSAM GOUMBA),15,588,ECOLE MAGUETTE C SARR (TAIBA G D)
DAKAR,DAKAR,GRAND DAKAR,ECOLE ISSA KANE (BASSAM GOUMBA),16,589,ECOLE MAGUETTE C SARR (TAIBA G D)
DAKAR,DAKAR,GRAND DAKAR,ECOLE ISSA KANE (BASSAM GOUMBA),17,592,ECOLE PRIVEE LIMAMOULAYE
