REGION,DEPARTEMENT,COMMUNE,Lieu du vote,Bureau,Electeurs,Implantation
DAKAR,DAKAR,BISCUITERIE,ECOLE AMADOU WORE DIAGNE (BOPP),1,568,CLASSE CI B
DAKAR,DAKAR,BISCUITERIE,ECOLE AMADOU WORE DIAGNE (BOPP),2,564,CLASSE CI A
DAKAR,DAKAR,BISCUITERIE,ECOLE AMADOU WORE DIAGNE (BOPP),3,569,CLASSE CP B
DAKAR,DAKAR,BISCUITERIE,ECOLE AMADOU WORE DIAGNE (BOPP),4,567,CLASSE CP A
DAKAR,DAKAR,BISCUITERIE,ECOLE AMADOU WORE DIAGNE (BOPP),5,566,CLASSE CE1 B
DAKAR,DAKAR,BISCUITERIE,ECOLE AMADOU WORE DIAGNE (BOPP),6,564,CLASSE CE1 A
DAKAR,DAKAR,BISCUITERIE,ECOLE AMADOU WORE DIAGNE (BOPP),7,568,CLASSE CE2 B
DAKAR,DAKAR,BISCUITERIE,ECOLE AMADOU WORE DIAGNE (BOPP),8,574,CLASSE CE2 A
DAKAR,DAKAR,BISCUITERIE,ECOLE AMADOU WORE DIAGNE (BOPP),9,561,CM1A
DAKAR,DAKAR,BISCUITERIE,ECOLE AMADOU WORE DIAGNE (BOPP),10,558,SALLE DE CLASSE
DAKAR,DAKAR,BISCUITERIE,ECOLE AMADOU WORE DIAGNE (BOPP),11,481,SALLE DE CLASSE
DAKAR,DAKAR,BISCUITERIE,ECOLE BISCUITERIE,1,575,CLASSE CI A
DAKAR,DAKAR,BISCUITERIE,ECOLE BISCUITERIE,2,575,CLASSE CI B
DAKAR,DAKAR,BISCUITERIE,ECOLE BISCUITERIE,3,575,CLASSE CI C
DAKAR,DAKAR,BISCUITERIE,ECOLE BISCUITERIE,4,575,CLASSE CP A
DAKAR,DAKAR,BISCUITERIE,ECOLE BISCUITERIE,5,575,CLASSE CP B
DAKAR,DAKAR,BISCUITERIE,ECOLE BISCUITERIE,6,575,CLASSE CP C
DAKAR,DAKAR,BISCUITERIE,ECOLE BISCUITERIE,7,574,CLASSE CM 2 A
DAKAR,DAKAR,BISCUITERIE,ECOLE BISCUITERIE,8,575,CLASSE CM 2 B
DAKAR,DAKAR,BISCUITERIE,ECOLE BISCUITERIE,9,575,CLASSE CM 2 C
DAKAR,DAKAR,BISCUITERIE,ECOLE BISCUITERIE,10,574,CLASSE CE 1 C
DAKAR,DAKAR,BISCUITERIE,ECOLE BISCUITERIE,11,575,CLASSE CE 1 B
DAKAR,DAKAR,BISCUITERIE,ECOLE BISCUITERIE,12,575,CLASSE CE 1 A
DAKAR,DAKAR,BISCUITERIE,ECOLE BISCUITERIE,13,575,CLASSE CE 2 B
DAKAR,DAKAR,BISCUITERIE,ECOLE BISCUITERIE,14,578,CLASSE CE 2 C
DAKAR,DAKAR,BISCUITERIE,ECOLE BISCUITERIE,15,575,CLASSE CE 2 A
DAKAR,DAKAR,BISCUITERIE,ECOLE BISCUITERIE,16,575,CLASSE CM 1 C
DAKAR,DAKAR,BISCUITERIE,ECOLE BISCUITERIE,17,575,CLASSE CM 1 B
DAKAR,DAKAR,BISCUITERIE,ECOLE BISCUITERIE,18,574,CLASSE CM 1 A
DAKAR,DAKAR,BISCUITERIE,ECOLE BISCUITERIE,19,575,ABRI PROVISOIRE
DAKAR,DAKAR,BISCUITERIE,ECOLE BISCUITERIE,20,576,ECOLE NIANG SALLEDE CLASSE
DAKAR,DAKAR,BISCUITERIE,ECOLE BISCUITERIE,21,575,ECOLE NIANG SALLE DE CLASSE
DAKAR,DAKAR,BISCUITERIE,ECOLE BISCUITERIE,22,576,ECOLE NIANG SALLE DE CLASSE
DAKAR,DAKAR,BISCUITERIE,ECOLE BISCUITERIE,23,574,ECOLE NIANG SALLE DE CLASSE
DAKAR,DAKAR,BISCUITERIE,ECOLE BISCUITERIE,24,575,ECOLE NIANG SALLE DE CLASSE
DAKAR,DAKAR,BISCUITERIE,ECOLE CHEIKH M SAKHO O NIAYES 2,1,92,CLASSE CI A
DAKAR,DAKAR,BISCUITERIE,ECOLE CHEIKH M SAKHO O NIAYES 2,2,94,CLASSE CE 2 C
DAKAR,DAKAR,BISCUITERIE,ECOLE CHEIKH M SAKHO O NIAYES 2,3,96,CLASSE CP A
DAKAR,DAKAR,BISCUITERIE,ECOLE CHEIKH M SAKHO O NIAYES 2,4,96,CLASSE CM 2 C
DAKAR,DAKAR,BISCUITERIE,ECOLE CHEIKH M SAKHO O NIAYES 2,5,96,CLASSE CM 2 B
DAKAR,DAKAR,BISCUITERIE,ECOLE IMAM ABDOU NDIAYE (CERF VOLAN,1,493,CLASSE CE 2 A
DAKAR,DAKAR,BISCUITERIE,ECOLE IMAM ABDOU NDIAYE (CERF VOLAN,2,493,CLASSE CE 2 B
DAKAR,DAKAR,BISCUITERIE,ECOLE IMAM ABDOU NDIAYE (CERF VOLAN,3,492,CLASSE CM 1 A
DAKAR,DAKAR,BISCUITERIE,ECOLE IMAM ABDOU NDIAYE (CERF VOLAN,4,493,CLASSE CM 1 B
DAKAR,DAKAR,BISCUITERIE,ECOLE IMAM ABDOU NDIAYE (CERF VOLAN,5,492,CLASSE CM 2 A
DAKAR,DAKAR,BISCUITERIE,ECOLE IMAM ABDOU NDIAYE (CERF VOLAN,6,492,CLASSE CM 2 B
DAKAR,DAKAR,BISCUITERIE,ECOLE MASSIGA SENE (EX NGUELAW),1,560,CLASSE CM 1 A
DAKAR,DAKAR,BISCUITERIE,ECOLE MASSIGA SENE (EX NGUELAW),2,555,CLASSE CM 1 B
DAKAR,DAKAR,BISCUITERIE,ECOLE MASSIGA SENE (EX NGUELAW),3,544,CLASSE CE 2 A
DAKAR,DAKAR,BISCUITERIE,ECOLE MASSIGA SENE (EX NGUELAW),4,561,CLASSE CE 2 B
DAKAR,DAKAR,BISCUITERIE,ECOLE MASSIGA SENE (EX NGUELAW),5,552,CLASSE CP A
DAKAR,DAKAR,BISCUITERIE,ECOLE MASSIGA SENE (EX NGUELAW),6,550,CLASSE CP B
DAKAR,DAKAR,BISCUITERIE,ECOLE MASSIGA SENE (EX NGUELAW),7,550,CLASSE CE 1 B
DAKAR,DAKAR,BISCUITERIE,ECOLE MASSIGA SENE (EX NGUELAW),8,557,CLASSE CE 1 A
DAKAR,DAKAR,BISCUITERIE,ECOLE MASSIGA SENE (EX NGUELAW),9,553,SALLE DE CLASSE
DAKAR,DAKAR,BISCUITERIE,ECOLE MASSIGA SENE (EX NGUELAW),10,563,SALLE DE CLASSE
DAKAR,DAKAR,BISCUITERIE,ECOLE MASSIGA SENE (EX NGUELAW),11,354,SALLE DE CLASSE
DAKAR,DAKAR,BISCUITERIE,ECOLE OUAGOU NIAYES 1,1,448,CLASSE CI A
DAKAR,DAKAR,BISCUITERIE,ECOLE OUAGOU NIAYES 1,2,449,CLASSE CI B
DAKAR,DAKAR,BISCUITERIE,ECOLE OUAGOU NIAYES 1,3,449,CLASSE CE 1 A
DAKAR,DAKAR,BISCUITERIE,ECOLE OUAGOU NIAYES 1,4,446,CLASSE CE 1 B
DAKAR,DAKAR,BISCUITERIE,ECOLE OUAGOU NIAYES 1,5,447,CLASSE CE 2 A
DAKAR,DAKAR,BISCUITERIE,ECOLE OUAGOU NIAYES 1,6,449,CLASSE CP A
DAKAR,DAKAR,BISCUITERIE,ECOLE OUAGOU NIAYES 1,7,445,CLASSE CP B
DAKAR,DAKAR,BISCUITERIE,ECOLE OUAGOU NIAYES 1,8,451,CLASSE CE 2 B
DAKAR,DAKAR,BISCUITERIE,ECOLE OUAGOU NIAYES 1,9,447,CLASSE CM 1 A
DAKAR,DAKAR,BISCUITERIE,ECOLE OUAGOU NIAYES 1,10,446,CLASSE CM 1 B
DAKAR,DAKAR,BISCUITERIE,ECOLE OUAGOU NIAYES 1,11,446,CLASSE CM 1 C
DAKAR,DAKAR,BISCUITERIE,ECOLE OUAGOU NIAYES 1,12,445,CLASSE CM 2 C
DAKAR,DAKAR,BISCUITERIE,ETAT CIVIL BOURGUIBA,1,382,GRANDE SALLE
DAKAR,DAKAR,BISCUITERIE,ETAT CIVIL BOURGUIBA,2,381,SALLE DES ARCHIVES
DAKAR,DAKAR,BISCUITERIE,ETAT CIVIL BOURGUIBA,3,381,SALLE DE SECTION MARIAGES
DAKAR,DAKAR,BISCUITERIE,ETAT CIVIL BOURGUIBA,4,382,SALLE DU DISPENSAIRE
DAKAR,DAKAR,CAMBERENE,ECOLE CAMBERENE 3,1,573,CLASSE CM2A
DAKAR,DAKAR,CAMBERENE,ECOLE CAMBERENE 3,2,573,CLASSE CM2B
DAKAR,DAKAR,CAMBERENE,ECOLE CAMBERENE 3,3,573,CLASSE CM1A
DAKAR,DAKAR,CAMBERENE,ECOLE CAMBERENE 3,4,573,CLASSE CM1B
DAKAR,DAKAR,CAMBERENE,ECOLE CAMBERENE 3,5,572,CLASSE CIB
DAKAR,DAKAR,CAMBERENE,ECOLE CAMBERENE 3,6,573,CLASSE CIA
DAKAR,DAKAR,CAMBERENE,ECOLE CAMBERENE 3,7,572,CLASSE CPA
DAKAR,DAKAR,CAMBERENE,ECOLE CAMBERENE 3,8,572,CLASSE CPB
DAKAR,DAKAR,CAMBERENE,ECOLE CAMBERENE 3,9,572,CLASSE CE1B
DAKAR,DAKAR,CAMBERENE,ECOLE CAMBERENE 3,10,573,CLASSE CE1A
DAKAR,DAKAR,CAMBERENE,ECOLE CAMBERENE 3,11,573,SALLE DE CLASSE
DAKAR,DAKAR,CAMBERENE,ECOLE CAMBERENE 3,12,573,SALLE DE CLASSE
DAKAR,DAKAR,CAMBERENE,ECOLE CAMBERENE 3,13,573,SALLE DE CLASSE
DAKAR,DAKAR,CAMBERENE,ECOLE CAMBERENE 3,14,572,CEM CAMBERENE 2
DAKAR,DAKAR,CAMBERENE,ECOLE CAMBERENE 3,15,573,CEM CAMBERENE 2
DAKAR,DAKAR,CAMBERENE,ECOLE CAMBERENE 3,16,573,CEM CAMBERENE 2
DAKAR,DAKAR,CAMBERENE,ECOLE SEYDINA ISSA LAYE (CAMBERENE),1,592,CLASSE CE2A SEYDINA I. LAYE A
DAKAR,DAKAR,CAMBERENE,ECOLE SEYDINA ISSA LAYE (CAMBERENE),2,592,CLASSE CE1A SEYDINA I. LAYE A
DAKAR,DAKAR,CAMBERENE,ECOLE SEYDINA ISSA LAYE (CAMBERENE),3,592,CLASSE CE1B SEYDINA I. LAYE A
DAKAR,DAKAR,CAMBERENE,ECOLE SEYDINA ISSA LAYE (CAMBERENE),4,592,CLASSE CE2B SEYDINA I. LAYE A
DAKAR,DAKAR,CAMBERENE,ECOLE SEYDINA ISSA LAYE (CAMBERENE),5,592,CLASSE CE2A SEYDINA I. LAYE B
DAKAR,DAKAR,CAMBERENE,ECOLE SEYDINA ISSA LAYE (CAMBERENE),6,592,CLASSE CE2B SEYDINA I. LAYE B
DAKAR,DAKAR,CAMBERENE,ECOLE SEYDINA ISSA LAYE (CAMBERENE),7,593,CLASSE CE1A SEYDINA I. LAYE B
DAKAR,DAKAR,CAMBERENE,ECOLE SEYDINA ISSA LAYE (CAMBERENE),8,593,CLASSE CE1B SEYDINA I. LAYE B
DAKAR,DAKAR,CAMBERENE,ECOLE SEYDINA ISSA LAYE (CAMBERENE),9,592,CLASSE CPA SEYDINA I. LAYE B
DAKAR,DAKAR,CAMBERENE,ECOLE SEYDINA ISSA LAYE (CAMBERENE),10,593,CLASSE CPB SEYDINA I. LAYE B
DAKAR,DAKAR,CAMBERENE,ECOLE SEYDINA ISSA LAYE (CAMBERENE),11,593,CLASSE CIA SEYDINA I. LAYE B
DAKAR,DAKAR,CAMBERENE,ECOLE SEYDINA ISSA LAYE (CAMBERENE),12,592,CLASSE CIB SEYDINA I. LAYE B
DAKAR,DAKAR,CAMBERENE,ECOLE SEYDINA ISSA LAYE (CAMBERENE),13,592,CLASSE CM2A SEYDINA I. LAYE A
DAKAR,DAKAR,CAMBERENE,ECOLE SEYDINA ISSA LAYE (CAMBERENE),14,593,CLASSE CM2B SEYDINA I. LAYE A
DAKAR,DAKAR,CAMBERENE,ECOLE SEYDINA ISSA LAYE (CAMBERENE),15,593,CLASSE CPA SEYDINA I. LAYE
DAKAR,DAKAR,CAMBERENE,ECOLE SEYDINA ISSA LAYE (CAMBERENE),16,593,CLASSE CPB SEYDINA I. LAYE A
DAKAR,DAKAR,CAMBERENE,ECOLE SEYDINA ISSA LAYE (CAMBERENE),17,593,CLASSE CIA SEYDINA I. LAYE A
DAKAR,DAKAR,CAMBERENE,ECOLE SEYDINA ISSA LAYE (CAMBERENE),18,592,CLASSE CIB SEYDINA I. LAYE A
DAKAR,DAKAR,CAMBERENE,ECOLE SEYDINA ISSA LAYE (CAMBERENE),19,593,SALLE DE CLASSE
DAKAR,DAKAR,CAMBERENE,ECOLE SEYDINA ISSA LAYE (CAMBERENE),20,593,SALLE DE CLASSE
DAKAR,DAKAR,CAMBERENE,ECOLE SEYDINA ISSA LAYE (CAMBERENE),21,593,SALLE DE CLASSE
DAKAR,DAKAR,CAMBERENE,ECOLE SEYDINA ISSA LAYE (CAMBERENE),22,593,SALLE DE CLASSE
DAKAR,DAKAR,CAMBERENE,ECOLE SEYDINA ISSA LAYE (CAMBERENE),23,593,SALLE DE CLASSE
DAKAR,DAKAR,CAMBERENE,ECOLE SEYDINA ISSA LAYE (CAMBERENE),24,593,SALLE DE CLASSE
DAKAR,DAKAR,CAMBERENE,ECOLE SEYDINA ISSA LAYE (CAMBERENE),25,593,CEM SEYDINA ISSA LAYE
DAKAR,DAKAR,CAMBERENE,ECOLE SEYDINA ISSA LAYE (CAMBERENE),26,593,CEM SEYDINA ISSA LAYE
DAKAR,DAKAR,DIEUPPEUL DERKLE,ECOLE IBRAHIMA KOITE (DIEUPPEUL),1,580,CLASSE CM2 B
DAKAR,DAKAR,DIEUPPEUL DERKLE,ECOLE IBRAHIMA KOITE (DIEUPPEUL),2,580,CLASSE CM1 C
DAKAR,DAKAR,DIEUPPEUL DERKLE,ECOLE IBRAHIMA KOITE (DIEUPPEUL),3,579,CLASSE CM1 B
DAKAR,DAKAR,DIEUPPEUL DERKLE,ECOLE IBRAHIMA KOITE (DIEUPPEUL),4,576,CLASSE CM1 A
DAKAR,DAKAR,DIEUPPEUL DERKLE,ECOLE IBRAHIMA KOITE (DIEUPPEUL),5,582,CLASSE CE2 B
DAKAR,DAKAR,DIEUPPEUL DERKLE,ECOLE IBRAHIMA KOITE (DIEUPPEUL),6,584,CLASSE CE2 A
DAKAR,DAKAR,DIEUPPEUL DERKLE,ECOLE IBRAHIMA KOITE (DIEUPPEUL),7,578,CLASSE CE2 C
DAKAR,DAKAR,DIEUPPEUL DERKLE,ECOLE IBRAHIMA KOITE (DIEUPPEUL),8,583,CLASSE CE1 C
DAKAR,DAKAR,DIEUPPEUL DERKLE,ECOLE IBRAHIMA KOITE (DIEUPPEUL),9,584,CLASSE CP B
DAKAR,DAKAR,DIEUPPEUL DERKLE,ECOLE IBRAHIMA KOITE (DIEUPPEUL),10,579,CLASSE CP A
DAKAR,DAKAR,DIEUPPEUL DERKLE,ECOLE IBRAHIMA KOITE (DIEUPPEUL),11,578,CLASSE CI B
DAKAR,DAKAR,DIEUPPEUL DERKLE,ECOLE IBRAHIMA KOITE (DIEUPPEUL),12,583,CLASSE CI A
DAKAR,DAKAR,DIEUPPEUL DERKLE,ECOLE IBRAHIMA KOITE (DIEUPPEUL),13,583,CLASSE CM2 A
DAKAR,DAKAR,DIEUPPEUL DERKLE,ECOLE IBRAHIMA KOITE (DIEUPPEUL),14,580,SALLE DE CLASSE
DAKAR,DAKAR,DIEUPPEUL DERKLE,ECOLE IBRAHIMA KOITE (DIEUPPEUL),15,556,SALLE DE CLASSE
DAKAR,DAKAR,DIEUPPEUL DERKLE,ECOLE IBRAHIMA KOITE (DIEUPPEUL),16,557,SALLE DE CLASSE
DAKAR,DAKAR,DIEUPPEUL DERKLE,ECOLE IBRAHIMA KOITE (DIEUPPEUL),17,556,SALLE DE CLASSE
DAKAR,DAKAR,DIEUPPEUL DERKLE,ECOLE IBRAHIMA SECK B,1,476,CLASSE CP A COURS A
DAKAR,DAKAR,DIEUPPEUL DERKLE,ECOLE IBRAHIMA SECK B,2,477,CLASSE CP B COURS A
DAKAR,DAKAR,DIEUPPEUL DERKLE,ECOLE IBRAHIMA SECK B,3,476,CLASSE CE1 A COURS A
DAKAR,DAKAR,DIEUPPEUL DERKLE,ECOLE IBRAHIMA SECK B,4,477,CLASSE CM2 A COURS A
DAKAR,DAKAR,DIEUPPEUL DERKLE,ECOLE IBRAHIMA SECK B,5,476,CLASSE CM2 B COURS A
DAKAR,DAKAR,DIEUPPEUL DERKLE,ECOLE IBRAHIMA SECK B,6,476,CLASSE CE2 B COURS A
DAKAR,DAKAR,DIEUPPEUL DERKLE,ECOLE IBRAHIMA SECK B,7,476,CLASSE CM1 A COURS A
DAKAR,DAKAR,DIEUPPEUL DERKLE,ECOLE IBRAHIMA SECK B,8,476,CLASSE CM2 COURS B
DAKAR,DAKAR,DIEUPPEUL DERKLE,ECOLE IBRAHIMA SECK B,9,476,CLASSE CM1 COURS B
DAKAR,DAKAR,DIEUPPEUL DERKLE,ECOLE IBRAHIMA SECK B,10,476,CLASSE CE1 COURS B
DAKAR,DAKAR,DIEUPPEUL DERKLE,ECOLE IBRAHIMA SECK B,11,476,CLASSE CP COURS B
DAKAR,DAKAR,DIEUPPEUL DERKLE,ECOLE IBRAHIMA SECK B,12,476,SALLE DE CLASSE
DAKAR,DAKAR,DIEUPPEUL DERKLE,GROUPE SCOLAIRE DERKLE 2,1,579,CLASSE CE1 B COURS A
DAKAR,DAKAR,DIEUPPEUL DERKLE,GROUPE SCOLAIRE DERKLE 2,2,577,CLASSE CE1 A COURS A
DAKAR,DAKAR,DIEUPPEUL DERKLE,GROUPE SCOLAIRE DERKLE 2,3,576,CLASSE CPB COURS A
DAKAR,DAKAR,DIEUPPEUL DERKLE,GROUPE SCOLAIRE DERKLE 2,4,576,CLASSE CP A COURS A
DAKAR,DAKAR,DIEUPPEUL DERKLE,GROUPE SCOLAIRE DERKLE 2,5,581,CLASSE CI B COURS A
DAKAR,DAKAR,DIEUPPEUL DERKLE,GROUPE SCOLAIRE DERKLE 2,6,576,CLASSE CI A COURS A
DAKAR,DAKAR,DIEUPPEUL DERKLE,GROUPE SCOLAIRE DERKLE 2,7,576,CLASSE CE2
DAKAR,DAKAR,DIEUPPEUL DERKLE,GROUPE SCOLAIRE DERKLE 2,8,576,CLASSE CM1A COURS A
DAKAR,DAKAR,DIEUPPEUL DERKLE,GROUPE SCOLAIRE DERKLE 2,9,575,CLASSE CM1 B COURS A
DAKAR,DAKAR,DIEUPPEUL DERKLE,GROUPE SCOLAIRE DERKLE 2,10,581,CLASSE CM2 A COURS A
DAKAR,DAKAR,DIEUPPEUL DERKLE,GROUPE SCOLAIRE DERKLE 2,11,577,CLASSE CM2 B COURS A
DAKAR,DAKAR,DIEUPPEUL DERKLE,GROUPE SCOLAIRE DERKLE 2,12,576,CLASSE CP COURS B
DAKAR,DAKAR,DIEUPPEUL DERKLE,GROUPE SCOLAIRE DERKLE 2,13,576,CLASSE CM2 COURS B
DAKAR,DAKAR,DIEUPPEUL DERKLE,GROUPE SCOLAIRE DERKLE 2,14,581,CLASSE CM1 A COURS B
DAKAR,DAKAR,DIEUPPEUL DERKLE,GROUPE SCOLAIRE DERKLE 2,15,577,SALLE DE CLASSE
DAKAR,DAKAR,DIEUPPEUL DERKLE,GROUPE SCOLAIRE DERKLE 2,16,576,SALLE DE CLASSE
DAKAR,DAKAR,DIEUPPEUL DERKLE,GROUPE SCOLAIRE DERKLE 2,17,578,SALLE DE CLASSE
DAKAR,DAKAR,DIEUPPEUL DERKLE,GROUPE SCOLAIRE DERKLE 2,18,578,SALLE DE CLASSE
DAKAR,DAKAR,DIEUPPEUL DERKLE,GROUPE SCOLAIRE DERKLE 2,19,576,SALLE DE CLASSE
DAKAR,DAKAR,DIEUPPEUL DERKLE,GROUPE SCOLAIRE DERKLE 2,20,576,SALLE DE CLASSE
DAKAR,DAKAR,DIEUPPEUL DERKLE,GROUPE SCOLAIRE DERKLE 2,21,576,SALLE DE CLASSE
DAKAR,DAKAR,FANN POINT E AMITIE,BUREAU DE COORDINATION TECHNIQUE,1,562,ITECOM CANAL 4
DAKAR,DAKAR,FANN POINT E AMITIE,BUREAU DE COORDINATION TECHNIQUE,2,564,ITECOM CANAL 4
DAKAR,DAKAR,FANN POINT E AMITIE,BUREAU DE COORDINATION TECHNIQUE,3,557,ITECOM CANAL 4
DAKAR,DAKAR,FANN POINT E AMITIE,BUREAU DE COORDINATION TECHNIQUE,4,560,ITECOM CANAL 4
DAKAR,DAKAR,FANN POINT E AMITIE,BUREAU DE COORDINATION TECHNIQUE,5,405,ITECOM CANAL 4
DAKAR,DAKAR,FANN POINT E AMITIE,BUREAU DE COORDINATION TECHNIQUE,6,404,ITECOM CANAL 4
DAKAR,DAKAR,FANN POINT E AMITIE,CENTRE DE FORMATION COMMUNALE,1,282,SALLE AUIDITORIUM
DAKAR,DAKAR,FANN POINT E AMITIE,CENTRE DE FORMATION COMMUNALE,2,279,SALLE 1
DAKAR,DAKAR,FANN POINT E AMITIE,CENTRE DE FORMATION COMMUNALE,3,287,SALLE 2
DAKAR,DAKAR,FANN POINT E AMITIE,COLLEGE ENSEIG FRANCO-ARABE POINT E,1,581,SALLE 1
DAKAR,DAKAR,FANN POINT E AMITIE,COLLEGE ENSEIG FRANCO-ARABE POINT E,2,580,SALLE 2
DAKAR,DAKAR,FANN POINT E AMITIE,COLLEGE ENSEIG FRANCO-ARABE POINT E,3,581,SALLE 3
DAKAR,DAKAR,FANN POINT E AMITIE,COLLEGE ENSEIG FRANCO-ARABE POINT E,4,580,SALLE 4
DAKAR,DAKAR,FANN POINT E AMITIE,COLLEGE ENSEIG FRANCO-ARABE POINT E,5,581,SALLE 2 NOUVEAU BATIMENT
DAKAR,DAKAR,FANN POINT E AMITIE,COLLEGE ENSEIG FRANCO-ARABE POINT E,6,581,SALLE DE CLASSE
DAKAR,DAKAR,FANN POINT E AMITIE,COLLEGE ENSEIG FRANCO-ARABE POINT E,7,581,SALLE DE CLASSE
DAKAR,DAKAR,FANN POINT E AMITIE,COLLEGE ENSEIG FRANCO-ARABE POINT E,8,581,SALLE 5 A
DAKAR,DAKAR,FANN POINT E AMITIE,ECOLE JOSEPH GOMIS,1,376,CLASSE CM 1 A
DAKAR,DAKAR,FANN POINT E AMITIE,ECOLE JOSEPH GOMIS,2,375,CLASSE CM1 B
DAKAR,DAKAR,FANN POINT E AMITIE,ECOLE MAMADOU B MB DIOP (ZONE B),1,577,CLASSE CIA
DAKAR,DAKAR,FANN POINT E AMITIE,ECOLE MAMADOU B MB DIOP (ZONE B),2,577,CLASSE CP A
DAKAR,DAKAR,FANN POINT E AMITIE,ECOLE MAMADOU B MB DIOP (ZONE B),3,577,CLASSE CM1 A
DAKAR,DAKAR,FANN POINT E AMITIE,ECOLE MAMADOU B MB DIOP (ZONE B),4,576,CLASSE CE2 B
DAKAR,DAKAR,FANN POINT E AMITIE,ECOLE MAMADOU B MB DIOP (ZONE B),5,576,CLASSE CE2 A
DAKAR,DAKAR,FANN POINT E AMITIE,ECOLE POINT E 2,1,290,DODJI
DAKAR,DAKAR,FANN POINT E AMITIE,ECOLE POINT E 2,2,299,CLASSE CM2 A
DAKAR,DAKAR,FANN POINT E AMITIE,ECOLE POINT E 2,3,290,CLASSE CM1 A
DAKAR,DAKAR,FANN POINT E AMITIE,ECOLE POINT E 2,4,297,CLASSE CI B
DAKAR,DAKAR,FANN POINT E AMITIE,GROUPE SCOLAIRE RUE 10,1,560,CLASSE CI A
DAKAR,DAKAR,FANN POINT E AMITIE,GROUPE SCOLAIRE RUE 10,2,558,CLASSE CI B
DAKAR,DAKAR,FANN POINT E AMITIE,GROUPE SCOLAIRE RUE 10,3,564,CLASSE CP A
DAKAR,DAKAR,FANN POINT E AMITIE,GROUPE SCOLAIRE RUE 10,4,560,CLASSE CP B
DAKAR,DAKAR,FANN POINT E AMITIE,GROUPE SCOLAIRE RUE 10,5,553,CLASSE CE1 A
DAKAR,DAKAR,FANN POINT E AMITIE,GROUPE SCOLAIRE RUE 10,6,544,SALLE DE CLASSE
DAKAR,DAKAR,FANN POINT E AMITIE,GROUPE SCOLAIRE RUE 10,7,378,SALLE DE CLASSE
DAKAR,DAKAR,GOREE,ECOLE LEOPOLD ANGRAND (GOREE),1,534,SALLE PETITE SECTION
DAKAR,DAKAR,GOREE,ECOLE LEOPOLD ANGRAND (GOREE),2,534,CLASSE C I
DAKAR,DAKAR,GOREE,ECOLE LEOPOLD ANGRAND (GOREE),3,534,CLASSE CP
DAKAR,DAKAR,GOREE,ECOLE LEOPOLD ANGRAND (GOREE),4,534,SALLE CM2
DAKAR,DAKAR,GRAND DAKAR,C.E.M. ALIOUNE DIOP,1,508,SALLE DE CLASSE
DAKAR,DAKAR,GRAND DAKAR,C.E.M. ALIOUNE DIOP,2,502,SALLE DE CLASSE
DAKAR,DAKAR,GRAND DAKAR,C.E.M. ALIOUNE DIOP,3,506,SALLE DE CLASSE
DAKAR,DAKAR,GRAND DAKAR,C.E.M. ALIOUNE DIOP,4,513,SALLE DE CLASSE
DAKAR,DAKAR,GRAND DAKAR,C.E.M. ALIOUNE DIOP,5,497,SALLE DE CLASSE
DAKAR,DAKAR,GRAND DAKAR,C.E.M. ALIOUNE DIOP,6,501,SALLE DE CLASSE
DAKAR,DAKAR,GRAND DAKAR,ECOLE ISSA KANE (BASSAM GOUMBA),1,596,CLASSE CM2 B
DAKAR,DAKAR,GRAND DAKAR,ECOLE ISSA KANE (BASSAM GOUMBA),2,596,CLASSE CM1 B
DAKAR,DAKAR,GRAND DAKAR,ECOLE ISSA KANE (BASSAM GOUMBA),3,596,CLASSE CE1 C
DAKAR,DAKAR,GRAND DAKAR,ECOLE ISSA KANE (BASSAM GOUMBA),4,596,CLASSE CE2 A
DAKAR,DAKAR,GRAND DAKAR,ECOLE ISSA KANE (BASSAM GOUMBA),5,596,CLASSE CE1 A
DAKAR,DAKAR,GRAND DAKAR,ECOLE ISSA KANE (BASSAM GOUMBA),6,596,CLASSE CP B
DAKAR,DAKAR,GRAND DAKAR,ECOLE ISSA KANE (BASSAM GOUMBA),7,596,CLASSE CP A
DAKAR,DAKAR,GRAND DAKAR,ECOLE ISSA KANE (BASSAM GOUMBA),8,596,CLASSE CI A
DAKAR,DAKAR,GRAND DAKAR,ECOLE ISSA KANE (BASSAM GOUMBA),9,596,CLASSE CM2 A
DAKAR,DAKAR,GRAND DAKAR,ECOLE ISSA KANE (BASSAM GOUMBA),10,596,CLASSE CE1 B
DAKAR,DAKAR,GRAND DAKAR,ECOLE ISSA KANE (BASSAM GOUMBA),11,597,SALLE DE CLASSE
DAKAR,DAKAR,GRAND DAKAR,ECOLE ISSA KANE (BASSAM GOUMBA),12,597,SALLE DE CLASSE
DAKAR,DAKAR,GRAND DAKAR,ECOLE ISSA KANE (BASSAM GOUMBA),13,596,SALLE DE CLASSE
DAKAR,DAKAR,GRAND DAKAR,ECOLE ISSA KANE (BASSAM GOUMBA),14,596,ECOLE MAGUETTE C SARR (TAIBA G D)
DAKAR,DAKAR,GRAND DAKAR,ECOLE ISSA KANE (BASSAM GOUMBA),15,597,ECOLE MAGUETTE C SARR (TAIBA G D)
DAKAR,DAKAR,GRAND DAKAR,ECOLE ISSA KANE (BASSAM GOUMBA),16,597,ECOLE MAGUETTE C SARR (TAIBA G D)
DAKAR,DAKAR,GRAND DAKAR,ECOLE ISSA KANE (BASSAM GOUMBA),17,596,ECOLE PRIVEE LIMAMOULAYE
